u=calc,y2=calc,joyForward=meas,PowerA=calc,Lys=meas,Tid=meas,y1=calc,Ts=calc
nullflow=1
0,0,0,0,1,0,0,0.005
0,0,0,0,1,0.02193999290466309,0,0.02193999290466309
0,0,0,0,1,0.05432796478271484,0,0.03238797187805176
0,0,0,0,1,0.09066200256347656,0,0.03633403778076172
0,0,0,0,1,0.1274490356445313,0,0.03678703308105469
0,0,0,0,1,0.1652250289916992,0,0.03777599334716797
0,0,0,0,1,0.1986560821533203,0,0.03343105316162109
0,0,0,0,1,0.2312791347503662,0,0.0326230525970459
0,0,0,0,1,0.263153076171875,0,0.03187394142150879
0,0,0,0,1,0.2984461784362793,0,0.0352931022644043
0,0,0,0,1,0.3396081924438477,0,0.04116201400756836
0,0,0,0,1,0.3808281421661377,0,0.04121994972229004
0,0,0,0,1,0.4120490550994873,0,0.03122091293334961
0,0,0,0,1,0.4498801231384277,0,0.03783106803894043
0,0,0,0,1,0.4891030788421631,0,0.03922295570373535
0,0,0,0,1,0.5234010219573975,0,0.03429794311523438
0,0,0,0,1,0.5556871891021729,0,0.03228616714477539
0,0,0,0,1,0.5937280654907227,0,0.0380408763885498
0,0,0,0,1,0.6314899921417236,0,0.03776192665100098
0,0,0,0,1,0.6670131683349609,0,0.0355231761932373
0,0,0,0,1,0.6992850303649902,0,0.0322718620300293
0,0,0,0,1,0.7353291511535645,0,0.03604412078857422
0,0,0,0,1,0.7779941558837891,0,0.04266500473022461
0,0,0,0,1,0.813075065612793,0,0.03508090972900391
0,0,0,0,1,0.8504941463470459,0,0.03741908073425293
0,0,0,0,1,0.8823740482330322,0,0.03187990188598633
0,0,0,0,1,0.9206249713897705,0,0.03825092315673828
0,0,0,0,1,0.9524359703063965,0,0.03181099891662598
0,0,0,0,1,0.9826250076293945,0,0.03018903732299805
0,0,0,0,1,1.014405965805054,0,0.03178095817565918
0,0,0,0,1,1.048814058303833,0,0.0344080924987793
0,0,0,0,1,1.078688144683838,0,0.02987408638000488
0,0,0,0,1,1.111423015594482,0,0.03273487091064453
0,0,0,0,1,1.162599086761475,0,0.05117607116699219
0,0,0,0,1,1.197496175765991,0,0.0348970890045166
0,0,0,0,1,1.23117208480835,0,0.0336759090423584
0,0,0,0,1,1.263085126876831,0,0.03191304206848145
0,0,0,0,1,1.295263051986694,0,0.03217792510986328
0,0,0,0,1,1.329851150512695,0,0.03458809852600098
0,0,0,0,1,1.36205005645752,0,0.03219890594482422
0,0,0,0,1,1.395697116851807,0,0.03364706039428711
0,0,0,0,1,1.423582077026367,0,0.02788496017456055
0,0,0,0,1,1.458441972732544,0,0.03485989570617676
0,0,0,0,1,1.492799997329712,0,0.03435802459716797
0,0,0,0,1,1.534366130828857,0,0.04156613349914551
0,0,0,0,1,1.567317962646484,0,0.03295183181762695
0,0,0,0,1,1.598572969436646,0,0.03125500679016113
0,0,0,0,1,1.635401964187622,0,0.03682899475097656
0,0,0,0,1,1.663433074951172,0,0.0280311107635498
0,0,0,0,1,1.700822114944458,0,0.03738903999328613
0,0,0,0,1,1.731393098831177,0,0.03057098388671875
0,0,0,0,1,1.76474404335022,0,0.03335094451904297
0,0,0,0,1,1.801305055618286,0,0.03656101226806641
0,0,0,0,1,1.839325189590454,0,0.03802013397216797
0,0,0,0,1,1.869835138320923,0,0.03050994873046875
0,0,0,0,1,1.913058996200562,0,0.04322385787963867
0,0,0,0,1,1.955749988555908,0,0.04269099235534668
0,0,0,0,1,1.985460996627808,0,0.02971100807189941
0,0,0,0,1,2.021288156509399,0,0.0358271598815918
0,0,0,0,1,2.057157039642334,0,0.03586888313293457
0,0,0,0,1,2.087527990341187,0,0.03037095069885254
0,0,0,0,1,2.117910146713257,0,0.03038215637207031
0,0,0,0,1,2.151072025299072,0,0.03316187858581543
0,0,0,0,1,2.184538125991821,0,0.03346610069274902
0,0,0,0,1,2.225522994995117,0,0.0409848690032959
0,0,0,0,1,2.25962495803833,0,0.03410196304321289
0,0,0,0,1,2.295364141464233,0,0.03573918342590332
0,0,0,0,1,2.338675975799561,0,0.04331183433532715
0,0,0,0,1,2.37148118019104,0,0.03280520439147949
0,0,0,0,1,2.405630111694336,0,0.0341489315032959
0,0,0,0,1,2.440073013305664,0,0.03444290161132813
0,0,0,0,1,2.471209049224854,0,0.03113603591918945
0,0,0,0,1,2.507172107696533,0,0.03596305847167969
0,0,0,0,1,2.539354085922241,0,0.03218197822570801
0,0,0,0,1,2.571017980575562,0,0.03166389465332031
0,0,0,0,1,2.60051417350769,0,0.02949619293212891
0,0,0,0,1,2.63404107093811,0,0.03352689743041992
0,0,0,0,1,2.669352054595947,0,0.03531098365783691
0,0,0,0,1,2.711112022399902,0,0.04175996780395508
0,0,0,0,1,2.750027179718018,0,0.03891515731811523
0,0,0,0,1,2.781697034835815,0,0.03166985511779785
0,0,0,0,1,2.821593999862671,0,0.03989696502685547
0,0,0,0,1,2.852890014648438,0,0.0312960147857666
0,0,0,0,1,2.88541316986084,0,0.03252315521240234
0,0,0,0,1,2.923541069030762,0,0.03812789916992188
0,0,0,0,1,2.955168008804321,0,0.03162693977355957
0,0,0,0,1,2.992499113082886,0,0.03733110427856445
0,0,0,0,1,3.022853136062622,0,0.03035402297973633
0,0,0,0,1,3.055416107177734,0,0.0325629711151123
0,0,0,0,1,3.095394134521484,0,0.03997802734375
0,0,0,0,1,3.14087700843811,0,0.04548287391662598
0,0,0,0,1,3.174530029296875,0,0.03365302085876465
0,0,0,0,1,3.212538957595825,0,0.0380089282989502
0,0,0,0,1,3.243335008621216,0,0.03079605102539063
0,0,0,0,1,3.277835130691528,0,0.0345001220703125
0,0,0,0,1,3.315528154373169,0,0.03769302368164063
0,0,0,0,1,3.35294508934021,0,0.03741693496704102
0,0,0,0,1,3.385753154754639,0,0.03280806541442871
0,0,0,0,1,3.419329166412354,0,0.03357601165771484
0,0,0,0,1,3.450308084487915,0,0.03097891807556152
0,0,0,0,1,3.482686996459961,0,0.0323789119720459
0,0,0,0,1,3.516355037689209,0,0.03366804122924805
0,0,0,0,1,3.557425022125244,0,0.04106998443603516
0,0,0,0,1,3.589334964752197,0,0.03190994262695313
0,0,0,0,1,3.670719146728516,0,0.08138418197631836
0,0,0,0,1,3.689326047897339,0,0.01860690116882324
0,0,0,0,1,3.715449094772339,0,0.026123046875
0,0,0,0,1,3.752997159957886,0,0.03754806518554688
0,0,0,0,1,3.787132024765015,0,0.03413486480712891
0,0,0,0,1,3.820770025253296,0,0.03363800048828125
0,0,0,0,1,3.857964992523193,0,0.03719496726989746
0,0,0,0,1,3.890969038009644,0,0.0330040454864502
0,0,0,0,1,3.931970119476318,0,0.0410010814666748
0,0,0,0,1,3.961213111877441,0,0.02924299240112305
0,0,0,0,1,3.995516061782837,0,0.03430294990539551
0,0,0,0,1,4.035284042358398,0,0.03976798057556152
0,0,0,0,1,4.062800168991089,0,0.02751612663269043
0,0,0,0,1,4.097100019454956,0,0.03429985046386719
0,0,0,0,1,4.129189968109131,0,0.0320899486541748
0,0,0,0,1,4.160652160644531,0,0.03146219253540039
0,0,0,0,1,4.194868087768555,0,0.03421592712402344
0,0,0,0,1,4.232650995254517,0,0.03778290748596191
0,0,0,0,1,4.268301963806152,0,0.03565096855163574
0,0,0,0,1,4.301267147064209,0,0.03296518325805664
0,0,0,0,1,4.339730024337769,0,0.03846287727355957
0,0,0,0,1,4.371556997299194,0,0.03182697296142578
0,0,0,0,1,4.409487009048462,0,0.03793001174926758
0,0,0,0,1,4.451218128204346,0,0.04173111915588379
0,0,0,0,1,4.483155012130737,0,0.0319368839263916
0,0,0,0,1,4.521291017532349,0,0.03813600540161133
0,0,0,0,1,4.555613994598389,0,0.03432297706604004
0,0,0,0,1,4.585638046264648,0,0.03002405166625977
0,0,0,0,1,4.621742010116577,0,0.03610396385192871
0,0,0,0,1,4.657901048660278,0,0.03615903854370117
0,0,0,0,1,4.689610004425049,0,0.03170895576477051
0,0,0,0,1,4.724893093109131,0,0.03528308868408203
0,0,0,0,1,4.767224073410034,0,0.04233098030090332
0,0,0,0,1,4.793858051300049,0,0.02663397789001465
0,0,0,0,1,4.827766180038452,0,0.03390812873840332
0,0,0,0,1,4.867886066436768,0,0.04011988639831543
0,0,0,0,1,4.91057300567627,0,0.04268693923950195
0,0,0,0,1,4.940698146820068,0,0.03012514114379883
0,0,0,0,1,4.979694128036499,0,0.03899598121643066
0,0,0,0,1,5.011490106582642,0,0.03179597854614258
0,0,0,0,1,5.041383981704712,0,0.02989387512207031
0,0,0,0,1,5.074010133743286,0,0.03262615203857422
0,0,0,0,1,5.10871696472168,0,0.03470683097839355
0,0,0,0,1,5.150783061981201,0,0.04206609725952148
0,0,0,0,1,5.184405088424683,0,0.03362202644348145
